theta_deg,frequency_hz,rayleigh_frequency_hz,eta_0,eta_m1,eta_p1,eta_total,kn_m1_real,kn_m1_imag,large_groove_probe_abs_pa
6.95,179460,180335.20828295,1.00000000000001,-8.67933203906472e-25,5.37263818444725e-32,1.00000000000001,0,-78.7117062287242,8879.60103906914
7,179460,180195.969718017,1,-1.42323017858326e-27,1.27133585669868e-31,1,0,-72.1917392490781,8880.54162969439
7.05,179460,180056.96088616,0.999999999999982,-3.6956543637231e-24,5.38705947641604e-31,0.999999999999982,0,-65.028570600872,8881.38708800197
7.1,179460,179918.181327289,1.00000000000001,-4.35555875652654e-24,3.74034587288295e-31,1.00000000000001,0,-56.9801413497107,8882.13201120558
7.15,179460,179779.630582509,1,-2.06320934888725e-24,1.30235223832271e-31,1,0,-47.5994982088448,8882.76281001083
7.2,179460,179641.308194116,0.999999999999992,5.2716445814751e-24,4.68324387425344e-31,0.999999999999992,0,-35.8558590563301,8883.24295397977
7.25,179460,179503.213705592,1,-6.96908377446626e-25,-1.66042796942496e-31,1,0,-17.5079459724402,8883.40989281177
7.3,179460,179365.346661604,0.999999214616382,7.8538361147105e-07,-3.65763552188554e-31,0.999999999999994,25.9158383086204,0,8883.32971439711
7.35,179460,179227.706607998,0.999998783610165,1.21638983019191e-06,-6.29758026346447e-31,0.999999999999995,40.6058302672543,0,8883.99034391845
7.4,179460,179090.293091797,0.999998482164593,1.51783538370914e-06,-4.11035098153291e-31,0.999999999999977,51.2355315961858,0,8884.6333444392
7.45,179460,178953.105661197,0.999998241307522,1.75869246978984e-06,3.41021139497019e-32,0.999999999999992,60.0030745660195,0,8885.24128381164
7.5,179460,178816.143865561,0.999998037779903,1.96222009965901e-06,3.35761609484878e-31,1,67.6365343287323,0,8885.80995244764
7.55,179460,178679.40725542,0.999997860226044,2.13977395859558e-06,1.12090198753415e-31,1,74.4853992569504,0,8886.33842351151
7.6,179460,178542.895382466,0.999997702045843,2.29795414700264e-06,4.19659596291484e-31,0.99999999999999,80.7495528659074,0,8886.82698239868
7.65,179460,178406.607799548,0.999997558980898,2.44101910848636e-06,-2.03425047889019e-31,1.00000000000001,86.5560343744614,0,8887.27644135698
7.7,179460,178270.544060673,0.999997428084303,2.57191570203758e-06,-2.35738638864161e-31,1,91.9915466483872,0,8887.68785530961
7.75,179460,178134.703720996,0.999997307211777,2.69278822160013e-06,-3.42632930952354e-31,0.999999999999998,97.1183945068479,0,8888.06238708462
7.8,179460,177999.086336821,0.999997194742999,2.80525700064011e-06,2.05121670473581e-31,1,101.983137522296,0,8888.40123777951
