kappa,Omega_real,Omega_imag,theta_deg,frequency_hz,linewidth_hz,Q
0.153812605311808,0.892370899839699,3.49605355575182e-05,9.9252947343852,180479.529188507,14.1413418988279,12762.5461911409
0.15580367674038,0.892463819835962,3.82288367845025e-05,10.0540444033321,180498.321998964,15.4633515403308,11672.6520462395
0.157794748168951,0.892555545383488,4.1611498050295e-05,10.1828323373039,180516.87323549,16.8316191805331,10724.8667700532
0.159785819597523,0.892646089311696,4.51034385798997e-05,10.3116596049796,180535.1854928,18.2440896742494,9895.54363721508
0.161776891026094,0.892735464489457,4.86995993678337e-05,10.4405272695812,180553.261373587,19.6987166819411,9165.73725531625
0.163767962454666,0.892823683809693,5.239495887645e-05,10.5694363890817,180571.103485409,21.1934690196006,8520.12963608786
0.165759033883237,0.892910760175089,5.61845464823922e-05,10.6983880164119,180588.714437798,22.7263360977671,7946.23091293369
0.167750105311809,0.892996706484858,6.00634539582159e-05,10.8273831996672,180606.096839583,24.2953325657788,7433.77751058143
0.16974117674038,0.893081535622484,6.40268452361562e-05,10.9564229823131,180623.253296414,25.8985022611622,6974.27409025423
0.171732248168951,0.893165260444385,6.8069964666194e-05,11.0855084033901,180640.186408465,27.5339215499741,6560.64142845047
0.173723319597523,0.893247893769434,7.21881439527362e-05,11.2146404977171,180656.898768318,29.19970213265,6186.94320742109
0.175714391026094,0.893329448369296,7.63768079296195e-05,11.3438202960934,180673.392959006,30.8939933799611,5848.17219117412
0.177705462454666,0.893409936959508,8.06314793130071e-05,11.4730488254999,180689.671552211,32.6149842555343,5540.08152009302
0.179696533883237,0.893489372191277,8.49477825540352e-05,11.6023271092979,180705.737106604,34.3609048742266,5259.05059159684
0.181687605311808,0.893567766643936,8.93214468985928e-05,11.7316561674268,180721.592166322,36.1300277397887,5001.97767540874
0.18367867674038,0.893645132818023,9.37483087479715e-05,11.8610370165997,180737.239259561,37.9206686997347,4766.19335726075
0.185669748168951,0.893721483128934,9.82243134038094e-05,11.9904706704978,180752.680897303,39.7311876511625,4549.39032994184
0.187660819597523,0.893796829901131,0.000102745516270491,12.1199581399621,180767.919572135,41.5599890271174,4349.56610441322
0.189651891026094,0.893871185362849,0.000107308083579956,12.249500433184,180782.957757183,43.4055220897732,4164.97599967304
0.191642962454666,0.893944561641282,0.000111908292696601,12.3790985558934,180797.797905139,45.2662810537643,3994.09436110732
0.193634033883237,0.894016970758217,0.000116542532053272,12.5087535115453,180812.442447376,47.1408050602938,3835.58240501226
0.195625105311808,0.894088424626081,0.000121207300763962,12.6384663015041,180826.893793148,49.0276780204717,3688.26142893496
0.19761617674038,0.894158935044378,0.00012589920795355,12.7682379252261,180841.154328873,50.9255283441992,3551.09039039498
