kappa,Omega_real,Omega_imag,Q,q_real,q_imag,sigma_ratio,residual,mode_overlap,fixed_order
0.1,0.427255678314374,0.176496383934466,1.21038082704577,0.0923249850639943,0.8167787103966,5.59227630399041e-12,8.33961713666251e-12,0.999997082483062,-1
0.098,0.426680109972502,0.176568255740132,1.20825826869038,0.0919592078028958,0.819256326547865,5.59872533868372e-12,8.34855120441159e-12,0.999997072161046,-1
0.096,0.426108480405006,0.1766415958491,1.20613856084333,0.0915976005028068,0.821729844126964,5.60441071173037e-12,8.35624095240481e-12,0.999997061713961,-1
0.094,0.425540760732755,0.176716429915155,1.20402149629512,0.0912401191273294,0.824199318669529,5.60942157382416e-12,8.36313498588242e-12,0.999997051142785,-1
0.092,0.424976922623718,0.176792783605341,1.20190687073632,0.0908867205662302,0.826664804831731,5.61374344151168e-12,8.36908313329435e-12,0.999997040448379,-1
0.09,0.424416938300702,0.176870682591569,1.19979448284476,0.0905373626124334,0.829126356397311,5.61770680583438e-12,8.37419879019958e-12,0.999997029631483,-1
0.088,0.423860780549337,0.176950152542635,1.19768413437002,0.0901920039399347,0.831584026284578,5.62092231162741e-12,8.37835579506398e-12,0.99999701869272,-1
0.086,0.423308422726313,0.177031219116631,1.19557563021534,0.0898506040825937,0.834037866553365,5.62356478019174e-12,8.38162901814507e-12,0.999997007632601,-1
0.084,0.422759838767873,0.177113907953714,1.19346877851725,0.0895131234137629,0.836487928411933,5.6257585710438e-12,8.38434026989913e-12,0.999996996451517,-1
0.082,0.422215003198538,0.177198244669201,1.19136339072303,0.089179523126715,0.838934262223813,5.62717869985811e-12,8.38592740783243e-12,0.999996985149746,-1
0.08,0.421673891140072,0.177284254846973,1.18925928166619,0.0888497652158317,0.841376917514586,5.6285138080756e-12,8.38744429528198e-12,0.99999697372745,-1
