point_id_0,point_id_1,kappa_0,kappa_1,Omega_real_0,Omega_imag_0,Omega_real_1,Omega_imag_1,Q_0,Q_1,mode_overlap,delta_Omega,sheet_signature,assignment_cost
33,36,0.12,0.13,0.114990135863956,4.11545700420978e-19,0.123586755056746,3.97887093719775e-19,1.39705184316505e+17,1.55303799755549e+17,0.999770400178315,0.00859661919279049,0,0.00746896585066651
34,37,0.12,0.13,0.346772846140797,0.142382368454412,0.347603495546713,0.143236662944647,1.21775206405499,1.213388696723,0.999818345833684,0.00119155256350456,2,0.000320736371533836
35,38,0.12,0.13,0.828543657391682,0.000728185760871344,0.824083537144631,0.000782315649938961,568.909543356252,526.695034931826,0.999921456908623,0.00446044870647009,2,0.00202750008694115
36,39,0.13,0.14,0.123586755056746,3.97887093719775e-19,0.131937964210657,-7.58811977768154e-19,1.55303799755549e+17,8.69371913439726e+16,0.999756135707838,0.00835120915391022,0,0.00707580169614784
37,40,0.13,0.14,0.347603495546713,0.143236662944647,0.348543677694932,0.144125513280305,1.213388696723,1.20916716881716,0.999809895241305,0.00129383051093596,2,0.000354088176591442
38,41,0.13,0.14,0.824083537144631,0.000782315649938961,0.819334389296232,0.000840009528459356,526.695034931826,487.693509143257,0.999916280501514,0.00474949827556174,2,0.00229345669387148
39,42,0.14,0.15,0.131937964210657,-7.58811977768154e-19,0.140024913072667,1.32918061864827e-18,8.69371913439726e+16,5.26733955897838e+16,0.999742294816635,0.00808694886201095,0,0.00666411255284527
40,43,0.14,0.15,0.348543677694932,0.144125513280305,0.349600690686375,0.145038424739209,1.20916716881716,1.20520024715859,0.999800918724723,0.00139666882111539,2,0.000390168667525632
41,44,0.14,0.15,0.819334389296232,0.000840009528459356,0.814293592366037,0.000900657185882583,487.693509143257,452.055235404625,0.999910639484794,0.00504116175398288,2,0.00257882779649483
42,45,0.15,0.16,0.140024913072667,1.32918061864827e-18,0.147830336480734,2.47064958777452e-18,5.26733955897838e+16,2.99173013470305e+16,0.999729301704162,0.00780542340806673,0,0.00623882576482016
43,46,0.15,0.16,0.349600690686375,0.145038424739209,0.350781193452864,0.145963553498923,1.20520024715859,1.20160541807942,0.999791489253794,0.00149981665670902,2,0.000428865032287144
44,47,0.15,0.16,0.814293592366037,0.000900657185882583,0.808957725411391,0.000963375848359358,452.055235404625,419.855722348166,0.999904678271427,0.00533623554468014,2,0.00288474962620356
45,48,0.16,0.17,0.147830336480734,2.47064958777452e-18,0.155339032769855,-5.28032701247821e-18,2.99173013470305e+16,1.47092246751731e+16,0.999717576636497,0.00750869628912057,0,0.0058054130740912
46,49,0.16,0.17,0.350781193452864,0.145963553498923,0.352090945213148,0.146887801638221,1.20160541807942,1.19850301143568,0.999781698756721,0.00160302348596638,2,0.000470025419268573
47,50,0.16,0.17,0.808957725411391,0.000963375848359358,0.80332274976088,0.00102692066645463,419.855722348166,391.131844942949,0.999898430839069,0.00563533393205314,2,0.00321245783284067
48,51,0.17,0.18,0.155339032769855,-5.28032701247821e-18,0.162538292702599,-5.58823780785734e-18,1.47092246751731e+16,1.45428933316029e+16,0.999707507265513,0.00719925993274434,0,0.0053696529218387
49,52,0.17,0.18,0.352090945213148,0.146887801638221,0.353534572198447,0.147796973325662,1.19850301143568,1.19601424928863,0.999771654921619,0.00170606331357626,2,0.000513470175190424
50,53,0.17,0.18,0.80332274976088,0.00102692066645463,0.79738412882439,0.00108957244184555,391.131844942949,365.916068634114,0.999891860696915,0.00593895141184735,2,0.0035632717640429
51,54,0.18,0.19,0.162538292702599,-5.58823780785734e-18,0.169418240304069,4.60608955890271e-18,1.45428933316029e+16,1.83906802220786e+16,0.999699420212832,0.00687994760147012,0,0.00493734834217004
52,55,0.18,0.19,0.353534572198447,0.147796973325662,0.355115380706737,0.148675983516027,1.19601424928863,1.19425939653682,0.999761476453088,0.00180876047464747,2,0.000559008228183322
53,56,0.18,0.19,0.79738412882439,0.00108957244184555,0.791136900882204,0.00114899616958516,365.916068634114,344.273080200016,0.999884885856906,0.00624751055549736,2,0.00393859706303386
54,57,0.19,0.2,0.169418240304069,4.60608955890271e-18,0.175972054290076,-3.17400870907141e-18,1.83906802220786e+16,2.77207894526475e+16,0.999693556979067,0.00655381398600716,0,0.00451403267936722
55,58,0.19,0.2,0.355115380706737,0.148675983516027,0.356835231930385,0.149509103752504,1.19425939653682,1.19335620030566,0.999751287192386,0.0019110147984537,2,0.000606457548176033
56,59,0.19,0.2,0.791136900882204,0.00114899616958516,0.784575717167284,0.00120206194683411,344.273080200016,326.345792425104,0.999877393833572,0.00656139830505937,2,0.00433993982040074
57,60,0.2,0.21,0.175972054290076,-3.17400870907141e-18,0.182196051105149,3.44150055156093e-18,2.77207894526475e+16,2.64704375860861e+16,0.999690057725419,0.00622399681507288,0,0.00410469848885408
58,61,0.2,0.21,0.356835231930385,0.149509103752504,0.35869448787917,0.150280224825031,1.19335620030566,1.19341878912144,0.999741209705727,0.00201282398425425,2,0.000655668046918584
59,62,0.2,0.21,0.784575717167284,0.00120206194683411,0.77769485685821,0.00124461714710824,326.345792425104,312.42332578541,0.999869250176806,0.00688099190074143,2,0.00476892610447474
60,63,0.21,0.22,0.182196051105149,3.44150055156093e-18,0.188089625750472,-7.08181891662495e-18,2.64704375860861e+16,1.32797539703339e+16,0.999688955127731,0.00589357464532239,0,0.00371358091471655
61,64,0.21,0.22,0.35869448787917,0.150280224825031,0.360692030182044,0.150973114031453,1.19341878912144,1.19455716501582,0.999731359030395,0.0021143014695511,2,0.00070654503858278
62,65,0.21,0.22,0.77769485685821,0.00124461714710824,0.770488232163815,0.0012711953443584,312.42332578541,303.056581973519,0.999860302974617,0.00720667370472918,2,0.0052273194795648
63,66,0.22,0.23,0.188089625750472,-7.08181891662495e-18,0.1936550617075,-4.8216476812929e-19,1.32797539703339e+16,2.00818345208885e+17,0.999690178680001,0.00556543595702844,0,0.00334401665633736
64,67,0.22,0.23,0.360692030182044,0.150973114031453,0.362825346034184,0.15157164592684,1.19455716501582,1.19687737048561,0.999721837220815,0.00221568882174053,2,0.000759071542102384
65,68,0.22,0.23,0.770488232163815,0.0012711953443584,0.762949401251232,0.00127464324928491,303.056581973519,299.279583396866,0.999850385115028,0.00753883170103667,2,0.00571702550536961
66,69,0.23,0.24,0.1936550617075,-4.8216476812929e-19,0.198897233617962,8.15691274860028e-18,2.00818345208885e+17,1.21919431865992e+16,0.999693568031825,0.00524217191046208,0,0.00299838622177569
67,70,0.23,0.24,0.362825346034184,0.15157164592684,0.365090669429043,0.15205998928315,1.19687737048561,1.20048235946278,0.999712729172782,0.00231736257779193,2,0.000813328229695024
68,71,0.23,0.24,0.762949401251232,0.00127464324928491,0.755071615701702,0.00124564211875649,299.279583396866,303.085294055198,0.999839315822771,0.00787783893145537,2,0.00624006503240863
69,72,0.24,0.25,0.198897233617962,8.15691274860028e-18,0.203823234111629,-9.47945413456714e-19,1.21919431865992e+16,1.07507896139494e+17,0.999698892641427,0.00492600049366634,0,0.00267813405541558
70,73,0.24,0.25,0.365090669429043,0.15205998928315,0.367483162007444,0.152422738506308,1.20048235946278,1.20547355863258,0.99970409997091,0.00241983630367907,2,0.000869510582879555
71,74,0.24,0.25,0.755071615701702,0.00124564211875649,0.746847944725144,0.00117209562295235,303.085294055198,318.595142793868,0.999826903085708,0.00822399984300393,2,0.0067984853307228
72,75,0.25,0.26,0.203823234111629,-9.47945413456714e-19,0.208441958679183,-6.63071581812108e-18,1.07507896139494e+17,1.57179077189172e+16,0.999705874464143,0.00461872456755483,0,0.00238385124664215
73,76,0.25,0.26,0.367483162007444,0.152422738506308,0.369997116671069,0.15264498373137,1.20547355863258,1.21195308102034,0.999695993761423,0.0025237592973233,2,0.000927943641760008
74,77,0.25,0.26,0.746847944725144,0.00117209562295235,0.738271543988199,0.00103835445097301,318.595142793868,355.500736427906,0.999812949122984,0.00857744345954859,2,0.00739415647392206
75,78,0.26,0.27,0.208441958679183,-6.63071581812108e-18,0.212763680348503,8.11744052215284e-18,1.57179077189172e+16,1.31053427350568e+16,0.999714210567735,0.00432172166931935,0,0.00211540035671211
76,79,0.26,0.27,0.369997116671069,0.15264498373137,0.372626168261054,0.15271231911879,1.21195308102034,1.22002655192212,0.999688433950601,0.00262991374710333,2,0.000989095484553333
77,80,0.26,0.27,0.738271543988199,0.00103835445097301,0.729336177382022,0.000824254743353423,355.500736427906,442.421583414108,0.999797262161489,0.00893793125234211,2,0.00802836543736099
78,81,0.27,0.28,0.212763680348503,8.11744052215284e-18,0.216799640496161,-1.31153660538943e-17,1.31053427350568e+16,8.26510063101852e+15,0.99972359326304,0.00403596014765789,0,0.00187206136358693
79,82,0.27,0.28,0.372626168261054,0.15271231911879,0.375363498421961,0.152610792740943,1.22002655192212,1.22980652835983,0.999681424397999,0.00273921229830891,2,0.00105359117900062
81,83,0.28,0.29,0.216799640496161,-1.31153660538943e-17,0.22056167503175,8.0316559966342e-19,8.26510063101852e+15,1.37307720303372e+17,0.999733726271785,0.00376203453558974,0,0.00165268063567291
82,84,0.28,0.29,0.375363498421961,0.152610792740943,0.37820202545756,0.152326803539891,1.22980652835983,1.24141653559518,0.999674951217562,0.00285269795073721,2,0.00112222941246035
83,85,0.29,0.3,0.22056167503175,8.0316559966342e-19,0.224061887880622,6.12768159948923e-20,1.37307720303372e+17,1.82827619420776e+18,0.999744336362173,0.00350021284887117,0,0.00145580959577692
84,86,0.29,0.3,0.37820202545756,0.152326803539891,0.381134573827282,0.151846951174145,1.24141653559518,1.25499580623841,0.999668984804778,0.00297154812070591,2,0.00119600440994888
85,87,0.3,0.31,0.224061887880622,6.12768159948923e-20,0.227312377194522,-1.20292855868822e-17,1.82827619420776e+18,9.44829082129381e+15,0.999755180599271,0.00325048931390048,0,0.00127982486487101
86,88,0.3,0.31,0.381134573827282,0.151846951174145,0.38415402143604,0.151157843385568,1.25499580623841,1.27070488977589,0.999663481749931,0.00309708466243884,2,0.0012761362164021
87,89,0.31,0.32,0.227312377194522,-1.20292855868822e-17,0.230325014597893,5.68991669424161e-18,9.44829082129381e+15,2.02397527920743e+16,0.999766049816493,0.00301263740337135,0,0.00112302617934658
88,90,0.31,0.32,0.38415402143604,0.151157843385568,0.3872534257894,0.15024586309265,1.27070488977589,1.28873240772891,0.999658386350889,0.00323079176058994,2,0.00136411311689465
89,91,0.32,0.33,0.230325014597893,5.68991669424161e-18,0.233111274184735,5.93441205136304e-18,2.02397527920743e+16,1.96406377048922e+16,0.999776769130826,0.00278625958684198,0,0.000983711765690436
90,92,0.32,0.33,0.3872534257894,0.15024586309265,0.390426132394687,0.149096893959577,1.28873240772891,1.30930337321628,0.999653631481519,0.00337434397653683,2,0.00146175110839073
91,93,0.33,0.34,0.233111274184735,5.93441205136304e-18,0.235682105796576,-6.83096868963181e-18,1.96406377048922e+16,1.72510017616022e+16,0.999787196355005,0.0025708316118403,0,0.000860233050033305
92,94,0.33,0.34,0.390426132394687,0.149096893959577,0.393665870627517,0.147695998730234,1.30930337321628,1.33268969373553,0.999649138585514,0.00352964746977016,2,0.00157127721146818
93,95,0.34,0.35,0.235682105796576,-6.83096868963181e-18,0.238047846071127,5.41896488288116e-18,1.72510017616022e+16,2.19643281711545e+16,0.999797219072947,0.00236574027455128,0,0.000751031739784547
94,96,0.34,0.35,0.393665870627517,0.147695998730234,0.396966843914706,0.146027038921242,1.33268969373553,1.35922376721206,0.999644816533595,0.00369889868565866,2,0.00169544646919055
95,97,0.35,0.36,0.238047846071127,5.41896488288116e-18,0.240218160545617,-4.26000429798222e-18,2.19643281711545e+16,2.81945913363747e+16,0.999806751000598,0.00217031447449026,0,0.000654662705673312
96,98,0.35,0.36,0.396966843914706,0.146027038921242,0.400323822876758,0.144072216946732,1.35922376721206,1.3893165225075,0.999640558983487,0.00388466687164859,2,0.00183770746911831
97,100,0.36,0.37,0.240218160545617,-4.26000429798222e-18,0.242202010441574,8.34946259106919e-18,2.81945913363747e+16,1.45040478833116e+16,0.999815728096478,0.00198384989595637,0,0.000569805984471281
98,101,0.36,0.37,0.400323822876758,0.144072216946732,0.403732252532124,0.141811511276797,1.3893165225075,1.42348194761176,0.999636239682061,0.00409001012732915,2,0.00200243945344834
99,102,0.36,0.37,0.89745463674364,0.000427145475120707,0.89755857754253,0.000438197106217392,1050.52574475947,1024.1493665835,0.999921181103618,0.000104526686658515,3,7.9889181596154e-05
100,103,0.37,0.38,0.242202010441574,8.34946259106919e-18,0.244007638414619,6.70149188226355e-18,1.45040478833116e+16,1.82054714607967e+16,0.999824104740947,0.0018056279730459,0,0.000495270838845728
101,104,0.37,0.38,0.403732252532124,0.141811511276797,0.407188388541196,0.13922195982501,1.42348194761176,1.46237127049855,0.999631704781813,0.00431864016035807,2,0.00219529794484715
102,105,0.37,0.38,0.89755857754253,0.000438197106217392,0.897653432268841,0.000448294019620225,1024.1493665835,1001.18827486177,0.99992043395772,9.5390601024293e-05,3,8.04574088201132e-05
103,106,0.38,0.39,0.244007638414619,6.70149188226355e-18,0.24564256835025,-5.75857679756056e-18,1.82054714607967e+16,2.13284095172881e+16,0.99983185018326,0.00163492993563072,0,0.000429994312519689
104,107,0.38,0.39,0.407188388541196,0.13922195982501,0.410689483988539,0.13627672290995,1.46237127049855,1.50682183728442,0.999626760579656,0.00457516008651517,2,0.00242372985142067
105,108,0.38,0.39,0.897653432268841,0.000448294019620225,0.897739539832385,0.000457462185136738,1001.18827486177,981.217212045676,0.999919689690033,8.65942709336788e-05,3,8.10448635432597e-05
106,109,0.39,0.4,0.24564256835025,-5.75857679756056e-18,0.247113615107467,-1.54803425431353e-17,2.13284095172881e+16,7.98152929816948e+15,0.999838945364123,0.00147104675721668,0,0.000373036209289803
107,110,0.39,0.4,0.410689483988539,0.13627672290995,0.41423405956498,0.132943818475776,1.50682183728442,1.55792899705397,0.999621153859497,0.00486541549967088,2,0.00269776218795777
108,111,0.39,0.4,0.897739539832385,0.000457462185136738,0.897817204312984,0.000465727884586625,981.217212045676,963.88603090609,0.999918942400844,7.81030942668333e-05,3,8.1655159319223e-05
109,112,0.4,0.41,0.247113615107467,-1.54803425431353e-17,0.248426900885006,-9.46787468218699e-18,7.98152929816948e+15,1.31194649920958e+16,0.999845380156601,0.00131328577753892,0,0.000323571960965349
110,113,0.4,0.41,0.41423405956498,0.132943818475776,0.417822310438932,0.12918435675703,1.55792899705397,1.61715520720815,0.999614539666654,0.00519702768408413,2,0.00303124940264917
111,114,0.4,0.41,0.897817204312984,0.000465727884586625,0.897886696982928,0.000473116982081358,963.88603090609,948.905588880898,0.999918186486104,6.98844041099365e-05,3,8.2291929889708e-05
112,115,0.41,0.42,0.248426900885006,-9.46787468218699e-18,0.24958787557175,-4.68260663535149e-18,1.31194649920958e+16,2.66505276876642e+16,0.999851151025484,0.001160974686744,0,0.000280884457610393
113,116,0.41,0.42,0.417822310438932,0.12918435675703,0.421456741233674,0.124949985350905,1.61715520720815,1.68650176328581,0.999606426596003,0.00558023193127064,2,0.00344392328874187
114,117,0.41,0.42,0.897886696982928,0.000473116982081358,0.897948258114964,0.00047965431862932,948.905588880898,936.036874098182,0.999917416588975,6.19072673172219e-05,3,8.29588405509452e-05
115,118,0.42,0.43,0.24958787557175,-4.68260663535149e-18,0.250601339028729,-2.60398278466771e-18,2.66505276876642e+16,4.81188547989398e+16,0.999856259079352,0.00101346345697947,0,0.000244355599371162
117,120,0.42,0.43,0.897948258114964,0.00047965431862932,0.898002098584966,0.000485363212334144,936.036874098182,925.082572972943,0.999916627553878,5.41422910238423e-05,3,8.36596024657875e-05
118,121,0.43,0.44,0.250601339028729,-2.60398278466771e-18,0.2514714637343,2.04272739248322e-18,4.81188547989398e+16,6.15528691345841e+16,0.999860708476012,0.000870124705570408,0,0.000213458087570701
119,122,0.43,0.44,0.577473243272184,0.205039205144167,0.579606766880799,0.207401624747409,1.4082020140152,1.39730527084031,0.999011999896858,0.00318322939328926,3,0.00198061555166173
120,123,0.43,0.44,0.898002098584966,0.000485363212334144,0.898048401278387,0.000490265048260113,925.082572972943,915.880506335751,0.999915814382958,4.65614369785066e-05,3,8.43979893602115e-05
121,124,0.44,0.45,0.2514714637343,2.04272739248322e-18,0.252201816614264,-1.34871334589341e-17,6.15528691345841e+16,9.34971902599517e+15,0.999864505136758,0.000730352879964202,0,0.000187747793456337
122,125,0.44,0.45,0.579606766880799,0.207401624747409,0.581349355706994,0.209435073356466,1.39730527084031,1.38789875637858,0.998938396117674,0.00267797107207215,3,0.0017641210150141
123,126,0.44,0.45,0.898048401278387,0.000490265048260113,0.898087322309154,0.00049437894453729,915.880506335751,908.298514967816,0.999914972194824,3.91378433051355e-05,3,8.51778561909855e-05
124,127,0.45,0.46,0.252201816614264,-1.34871334589341e-17,0.252795379186507,3.76944650309454e-18,9.34971902599517e+15,3.35321616819569e+16,0.99986765572502,0.000593562572242856,0,0.000166856914375884
125,128,0.45,0.46,0.581349355706994,0.209435073356466,0.582732926327743,0.211118747353347,1.38789875637858,1.38010700999573,0.998875550640884,0.00217922596129264,3,0.0015896600487849
126,129,0.45,0.46,0.898087322309154,0.00049437894453729,0.898118992058974,0.000497721483495009,908.298514967816,902.23048616705,0.999914096185363,3.18456530837006e-05,3,8.60031595141161e-05
127,130,0.46,0.47,0.252795379186507,3.76944650309454e-18,0.253254565388113,1.14180877154273e-17,3.35321616819569e+16,1.10900604243009e+16,0.99987016684837,0.000459186201605843,0,0.000150488038266219
128,131,0.46,0.47,0.582732926327743,0.211118747353347,0.583783216583532,0.212439010578621,1.38010700999573,1.37400191940614,0.998824441522535,0.001687069828257,3,0.00145437035717922
129,132,0.46,0.47,0.898118992058974,0.000497721483495009,0.898143516044217,0.000500306498593211,902.23048616705,897.593293880517,0.999913181590416,2.46598490522234e-05,3,8.68779793626091e-05
130,133,0.47,0.48,0.253254565388113,1.14180877154273e-17,0.253581236634701,1.58692563020584e-17,1.10900604243009e+16,7.98970133848706e+15,0.999872044447963,0.000326671246588472,0,0.000138409178487646
131,134,0.47,0.48,0.583783216583532,0.212439010578621,0.584519805614425,0.213387161256001,1.37400191940614,1.36962271341427,0.998785834340474,0.00120064695370826,3,0.00135537902515413
132,135,0.47,0.48,0.898143516044217,0.000500306498593211,0.898160975616557,0.000502144909678395,897.593293880517,894.324485128999,0.999912223650104,1.75560935748861e-05,3,8.78065425249296e-05
133,136,0.48,0.49,0.253581236634701,1.58692563020584e-17,0.25377671379861,1.11903703292422e-18,7.98970133848706e+15,1.13390668195963e+17,0.999873293345446,0.00019547716390883,0,0.000130449804425816
134,137,0.48,0.49,0.584519805614425,0.213387161256001,0.584956375968359,0.213957917571993,1.36962271341427,1.36698931875594,0.998760185190194,0.000718579464067367,3,0.00129039666575866
135,138,0.48,0.49,0.898160975616557,0.000502144909678395,0.8981714285025,0.000503244600687123,894.324485128999,892.380591144098,0.99991121757461,1.05105730026244e-05,3,8.87932471509159e-05
136,139,0.49,0.5,0.25377671379861,1.11903703292422e-18,0.253841785895043,1.54344416789394e-17,1.13390668195963e+17,8.2232254063785e+15,0.99987391692358,6.5072096432861e-05,0,0.000126497872606018
137,140,0.49,0.5,0.584956375968359,0.213957917571993,0.585101000483139,0.214148459388618,1.36698931875594,1.36611069291269,0.998747554249147,0.000239212111227515,3,0.00125805121379062
138,141,0.49,0.5,0.8981714285025,0.000503244600687123,0.898174909185858,0.000503610335366221,892.380591144098,891.735977313406,0.999910158511243,3.49984549617778e-06,3,8.98426886514042e-05
