theta_deg,frequency_hz,central_six_probe_rms_pa,coherent_probe_real_pa,coherent_probe_imag_pa,coherent_probe_abs_pa,coherent_probe_phase_rad
6.8,180050,0.561078553120054,-0.140266197100622,0.00031754430149511,0.140266556539518,3.13932878841359
6.8,180052,0.560681579143491,-0.140269517873668,0.00019620042867922,0.140269655090185,3.14019391561949
6.8,180054,0.560300717942467,-0.140275692410785,8.03816572623554e-05,0.140275715441184,3.14101962737917
6.8,180056,0.559935480264594,-0.140284495936398,-3.00122969770407e-05,0.140284499146795,-3.14137871479122
6.8,180058,0.559585372298307,-0.140295722355612,-0.000135088755450504,0.140295787393118,-3.14062976811165
6.8,180060,0.559249899376617,-0.140309183790758,-0.000234960403914186,0.140309380521831,-3.13991806481423
6.8,180062,0.558928569212649,-0.140324710005421,-0.000329743759012624,0.140325097431115,-3.13924279552082
6.8,180064,0.558620894718115,-0.140342147768131,-0.000419557780004705,0.140342774908089,-3.13860312737279
6.8,180066,0.558326396422991,-0.140361360160174,-0.000504522619035645,0.140362266899217,-3.13799821388325
6.8,180068,0.558044604529309,-0.140382225847125,-0.000584758498640499,0.140383443739976,-3.13742720377544
6.8,180070,0.557775060627118,-0.140404638326939,-0.000660384713407569,0.140406191358103,-3.13688924883345
6.8,180072,0.557517319105807,-0.140428505168593,-0.000731518744523226,0.140430410465679,-3.13638351085196
6.8,180074,0.557270948286283,-0.140453747246449,-0.000798275480028624,0.140456015746252,-3.13590916774226
6.8,180076,0.557035531306818,-0.140480297985746,-0.000860766529808969,0.140482935053275,-3.13546541887999
6.8,180078,0.556810666785926,-0.140508102617732,-0.0009190996298958,0.140511108619087,-3.13505148974028
6.8,180080,0.556595969289235,-0.140537117457201,-0.000973378124973038,0.140540488287729,-3.13466663590629
6.8,180082,0.556391069624822,-0.140567309203047,-0.00102370051993247,0.140571036772657,-3.13431014652336
6.8,180084,0.556195614989036,-0.140598654264123,-0.00107016009701727,0.140602726941961,-3.13398134722958
6.8,180086,0.556009268979461,-0.140631138116365,-0.00111284458518442,0.140635541137278,-3.13367960266408
6.8,180088,0.555831711495231,-0.140664754687565,-0.00115183587957202,0.140669470522947,-3.13340431857345
6.8,180090,0.555662638546681,-0.140699505778331,-0.00118720980225891,0.140704514474061,-3.13315494358427
6.8,180092,0.555501761977963,-0.140735400509741,-0.00121903589699209,0.140740679993935,-3.13293097069786
6.8,180094,0.555348809124239,-0.140772454805369,-0.00124737725566548,0.140777981168745,-3.13273193852723
6.8,180096,0.555203522413373,-0.14081069090542,-0.00127229036784138,0.140816438657004,-3.13255743234177
