kappa,delta,Omega_real,Omega_imag,Q,sigma_ratio,raw_residual,A0_over_C,Am1_over_C,flux_0,flux_m1,ky_0_real,ky_0_imag,ky_m1_real,ky_m1_imag,is_m1_open,is_m1_threshold
0.105376827326065,-0.00462327798574331,0.889711159873494,2.98601427143002e-08,14897972.3303098,4.55323756410551e-15,1.60922136752623e-13,0.000317992250305575,0.00290106974222922,1.00407323065169e-07,0,5.55087212879828,1.88946752059584e-07,-1.783006492657e-06,-0.588230757517644,0,0
0.106094835834586,-0.00390526947722256,0.889756465000781,2.14374612548566e-08,20752374.8829915,2.53768291333818e-15,1.2956697303519e-13,0.000269248888954146,0.00241175917422001,7.19777433177012e-08,0,5.55061886272427,1.35663442823327e-07,-1.39319583132257e-06,-0.540495490861777,0,0
0.106701335534876,-0.00329876977693224,0.889794603773406,1.53756322100847e-08,28935220.0812205,2.08588387527515e-15,1.14293760638884e-13,0.000227898582135465,0.00200845134646905,5.15629778712464e-08,0,5.55040125022637,9.73101419303047e-08,-1.08750128275224e-06,-0.496652594342475,0,0
0.107213644068949,-0.00278646124285917,0.889826725554945,1.10190568931494e-08,40376718.9054153,1.55907105178992e-15,1.08196211913837e-13,0.000192842731594603,0.00167511981172422,3.69173931592576e-08,0,5.55021480200893,6.97428701792879e-08,-8.4816911978751e-07,-0.456380574785188,0,0
0.107646389598681,-0.00235371571312773,0.8898537911292,7.89163619568581e-09,56379549.7577337,3.59231535754755e-16,1.18350729258694e-13,0.000163139230660785,0.00139896576997719,2.64189538874838e-08,0,5.55005542815989,4.9951453207289e-08,-6.61046716001428e-07,-0.419385388818708,0,0
0.108011928489891,-0.00198817682191763,0.889876604740589,5.64870713897774e-09,78768166.1348823,2.7120863240604e-16,1.33347326542773e-13,0.000137982263309506,0.00116970390675326,1.88983353824139e-08,0,5.54991946053709,3.57562449774264e-08,-5.14907516808081e-07,-0.385397908086696,0,0
0.108320698128875,-0.00167940718293363,0.889895840422697,4.04138081841118e-09,110097993.780817,2.88670159120625e-16,9.46583863695834e-14,0.000116684021661369,0.000979023282979635,1.35139202390205e-08,0,5.54980364785219,2.55829764643704e-08,-4.00880457834323e-07,-0.354171657236427,0,0
0.108581514945501,-0.00141859036630794,0.889912063691453,2.89029050462797e-09,153948549.854507,2.20232509305676e-16,1.06407202440206e-13,9.86584160329482e-05,0.000820175841166951,9.66075845097562e-09,0,5.54970513437436,1.82969380676384e-08,-3.11977280283579e-07,-0.325480788360624,0,0
0.108801826152453,-0.00119827915935574,0.889925749466885,2.06638316344882e-09,215334156.125621,4.04022905728729e-16,1.22057982532545e-13,8.3406722758202e-05,0.00068765916739655,6.9044935993607e-09,0,5.5496214296246,1.30816042286713e-08,-2.42706516244886e-07,-0.299118261365724,0,0
0.108987922388641,-0.00101218292316712,0.889937296917033,1.47692996946245e-09,301279449.709094,7.04267151464797e-17,9.53629611194479e-14,7.05050446610326e-05,0.000576969705446676,4.93354285835436e-09,0,5.54955037393828,9.35020753014503e-09,-1.88761519287033e-07,-0.274894204556667,0,0
